state,district,enrolment_bin,risk_pathway,lifecycle_typology,demo_deviation,lifecycle_gap_score,total_update_ratio
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.36144578313253,1,8.521739130434783
Uttar Pradesh,Shahjahanpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4878373895411875,0,12.358923119622537
Uttar Pradesh,Shamli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6293297796241533,0,47.48670309653916
Uttar Pradesh,Shrawasti,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.340098288056236,0,32.09209060527293
Uttar Pradesh,Siddharthnagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6398104956817041,0,18.28208200212993
Uttar Pradesh,Sitapur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4527244038900612,0,15.569634812613822
Uttar Pradesh,Sonbhadra,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1881746074925297,0,64.03346265761397
Uttar Pradesh,Sultanpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7548854146334105,0,22.14429832462619
Uttar Pradesh,Unnao,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5820590068515381,0,16.561976478551486
Uttar Pradesh,Varanasi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5839585096155202,0,16.59357264957265
Uttarakhand,Almora,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3815653813297195,0,80.78973105134475
Uttarakhand,Bageshwar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1524476283512426,0,95.64864864864865
Uttarakhand,Chamoli,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4568554592200578,0,91.3177570093458
Uttarakhand,Champawat,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7120565595716195,0,87.21875
Uttarakhand,Dehradun,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9915453099814194,0,29.91713455953533
Uttarakhand,Hardwar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.680984808800419,0,20.82608695652174
Uttarakhand,Haridwar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0509733379337411,0,63.363842319891255
Uttarakhand,Nainital,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2159031106317204,0,55.31612090680101
Uttarakhand,Pauri Garhwal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3343917225890374,0,81.40186915887851
Uttarakhand,Pithoragarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5235875381635533,0,87.24795640326975
Uttarakhand,Rudraprayag,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.162157526904772,0,81.8967971530249
Uttarakhand,Tehri Garhwal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.014116659761597,0,65.47171945701358
Uttarakhand,Udham Singh Nagar,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,3.075730204746503,0,114.7219512195122
Uttarakhand,Uttarkashi,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2511741882785377,0,82.43389830508474
WEST BENGAL,HOOGHLY,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.180722891566265,1,5.666666666666667
West  Bengal,Hooghly,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2710843373493976,1,5.1
West Bangal,Howrah,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.6024096385542168,1,14.333333333333334
West Bengal,Alipurduar,High Enrolment,Early Risk Zone (Preventive),"High enrolment, weak engagement",0.1879405078956811,3,4.308186738836265
West Bengal,Bankura,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8373562874219187,0,41.382140359058056
West Bengal,Barddhaman,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4482562889998452,0,41.07443419949707
West Bengal,Bardhaman,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.895781839079464,0,31.94202898550725
West Bengal,Birbhum,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3010651068304475,0,28.88014741227368
West Bengal,Cooch Behar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.208373506132601,0,21.30724346076459
West Bengal,Dakshin Dinajpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.838150388057072,0,35.11693861693862
West Bengal,Darjeeling,High Enrolment,Stable / Monitor Zone,"High enrolment, weak engagement",0.5489785495833165,1,13.266424138668947
West Bengal,Darjiling,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8649044848595904,0,21.88212927756654
West Bengal,East Midnapore,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8693321093277829,0,43.53437094682231
West Bengal,HOWRAH,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.4618473895582329,1,8.666666666666666
West Bengal,Haora,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9297654926770946,0,37.97053571428572
West Bengal,Hawrah,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.0843373493975903,1,25.0
West Bengal,Hooghly,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.731494704301323,0,43.81631919482387
West Bengal,Howrah,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.26390015662602,0,32.90530220379664
West Bengal,Hugli,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.5833333333333333,1,13.366666666666667
West Bengal,Jalpaiguri,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7704836352123838,0,33.475
West Bengal,Jhargram,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.803325979976243,0,22.180281690140845
West Bengal,Kalimpong,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.258608398089399,3,5.84319526627219
West Bengal,Koch Bihar,Medium Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,1.60607502460772,1,39.743183817062445
West Bengal,Kolkata,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0833250095244331,0,27.454398054316982
West Bengal,Malda,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.196071012069442,0,39.46241799437676
West Bengal,Maldah,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9878912963603949,0,36.53923205342237
West Bengal,Medinipur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8089500860585197,0,18.571428571428573
West Bengal,Murshidabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6722014596385784,0,32.503229197957346
West Bengal,Nadia,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.106832744518696,0,25.29449683657634
West Bengal,North 24 Parganas,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4278826003722114,0,33.40815000464124
West Bengal,North Dinajpur,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.3855421686746987,1,30.31192660550459
West Bengal,North Twenty Four Parganas,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8485340831981605,0,33.68927444794953
West Bengal,Paschim Bardhaman,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.406606380980492,0,42.01781737193764
West Bengal,Paschim Medinipur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8319249655622305,0,39.72102728731942
West Bengal,Purba Bardhaman,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.814112804883729,0,25.125556544968838
West Bengal,Purba Medinipur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.067298009981417,0,31.90887111772364
West Bengal,Purulia,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7611134191940174,0,22.479310344827585
West Bengal,Puruliya,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6366530343440209,0,33.39204433010093
West Bengal,South 24 Parganas,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.159734625752156,0,41.32510399710617
West Bengal,South Dinajpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4852653858677956,0,34.9054054054054
West Bengal,South Twenty Four Parganas,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7501176490691219,0,32.66320885200553
West Bengal,Uttar Dinajpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2935772411361148,0,20.51416783434532
West Bengal,West Midnapore,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0759446769105396,0,39.09475032010244
West Bengal,hooghly,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.0843373493975903,1,28.0
West bengal,hooghly,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.4216867469879518,1,10.666666666666666
Westbengal,Hooghly,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",1.355421686746988,1,28.5
