date,state,district,age_0_5,age_5_17,age_18_greater
2025-01-06,Gujarat,Gandhinagar,204,67,41
2025-01-06,Gujarat,Kachchh,73,49,11
2025-01-06,Gujarat,Mahisagar,106,37,18
2025-01-06,Gujarat,Morbi,777,366,26
2025-01-06,Gujarat,Patan,207,80,11
2025-01-06,Gujarat,Porbandar,209,57,11
2025-01-06,Gujarat,Rajkot,114,194,16
2025-01-06,Gujarat,Vadodara,334,139,37
2025-01-06,Haryana,Ambala,245,23,13
2025-01-06,Haryana,Faridabad,1698,483,83
2025-01-06,Haryana,Gurugram,534,207,81
2025-01-06,Haryana,Hisar,350,46,10
2025-01-06,Haryana,Kaithal,406,19,10
2025-01-06,Haryana,Kurukshetra,72,10,11
2025-01-06,Haryana,Nuh,1251,213,42
2025-01-06,Haryana,Panipat,776,87,14
2025-01-06,Haryana,Rohtak,420,56,52
2025-01-06,Haryana,Sonipat,360,46,23
2025-01-06,Jharkhand,Chatra,246,218,10
2025-01-06,Jharkhand,Dumka,74,110,14
2025-01-06,Jharkhand,Gumla,228,131,10
2025-01-06,Jharkhand,Khunti,91,148,11
2025-01-06,Jharkhand,Lohardaga,165,174,21
2025-01-06,Jharkhand,Pakur,501,590,16
2025-01-06,Jharkhand,Ranchi,259,273,34
2025-01-06,Karnataka,Bengaluru Rural,511,312,311
2025-01-06,Karnataka,Bengaluru Urban,5062,3223,1838
2025-01-06,Karnataka,Raichur,290,127,11
2025-01-06,Kerala,Ernakulam,70,58,11
2025-01-06,Kerala,Thrissur,15,22,10
2025-01-06,Madhya Pradesh,Alirajpur,376,586,84
2025-01-06,Madhya Pradesh,Ashoknagar,437,408,23
2025-01-06,Madhya Pradesh,Barwani,1067,1106,60
2025-01-06,Madhya Pradesh,Bhind,507,328,50
2025-01-06,Madhya Pradesh,Bhopal,690,115,28
2025-01-06,Madhya Pradesh,Burhanpur,1142,574,61
2025-01-06,Madhya Pradesh,Chhatarpur,272,401,41
2025-01-06,Madhya Pradesh,Dhar,892,570,65
2025-01-06,Madhya Pradesh,Gwalior,1064,789,77
2025-01-06,Madhya Pradesh,Indore,411,138,12
2025-01-06,Madhya Pradesh,Jhabua,261,628,10
2025-01-06,Madhya Pradesh,Katni,195,88,10
2025-01-06,Madhya Pradesh,Khargone,242,258,26
2025-01-06,Madhya Pradesh,Morena,1327,872,70
2025-01-06,Madhya Pradesh,Sagar,131,53,17
2025-01-06,Madhya Pradesh,Sheopur,368,430,11
2025-01-06,Madhya Pradesh,Shivpuri,326,430,27
2025-01-06,Maharashtra,Amravati,280,77,11
2025-01-06,Maharashtra,Beed,659,294,46
2025-01-06,Maharashtra,Buldhana,306,51,11
2025-01-06,Maharashtra,Chandrapur,198,24,10
2025-01-06,Maharashtra,Dhule,793,484,211
2025-01-06,Maharashtra,Hingoli,261,62,14
2025-01-06,Maharashtra,Latur,390,140,15
2025-01-06,Maharashtra,Nanded,432,124,28
2025-01-06,Maharashtra,Palghar,252,252,10
2025-01-06,Maharashtra,Pune,142,83,11
2025-01-06,Maharashtra,Sangli,240,105,11
2025-01-06,Maharashtra,Satara,136,55,10
2025-01-06,Maharashtra,Thane,2432,1767,222
2025-01-06,Manipur,Churachandpur,91,499,13
2025-01-06,Meghalaya,East Garo Hills,70,469,341
2025-01-06,Meghalaya,East Jaintia Hills,96,414,308
2025-01-06,Meghalaya,East Khasi Hills,287,1875,978
2025-01-06,Meghalaya,Ri Bhoi,69,398,316
2025-01-06,Meghalaya,South Garo Hills,42,197,312
2025-01-06,Meghalaya,South West Garo Hills,264,209,145
2025-01-06,Meghalaya,South West Khasi Hills,54,184,146
2025-01-06,Meghalaya,West Garo Hills,521,992,854
2025-01-06,Meghalaya,West Jaintia Hills,192,1017,634
2025-01-06,Meghalaya,West Khasi Hills,129,1296,752
2025-01-06,Mizoram,Champhai,86,26,26
2025-01-06,Mizoram,Lawngtlai,119,43,11
2025-01-06,Nagaland,Dimapur,105,240,32
2025-01-06,Nagaland,Mon,39,121,14
2025-01-06,Nagaland,Peren,37,141,10
2025-01-06,Punjab,Hoshiarpur,234,59,20
2025-01-06,Punjab,Kapurthala,182,67,68
2025-01-06,Punjab,Ludhiana,1095,645,90
2025-01-06,Punjab,S.A.S Nagar,193,75,14
2025-01-06,Rajasthan,Alwar,670,240,13
2025-01-06,Rajasthan,Barmer,684,259,10
2025-01-06,Rajasthan,Bhilwara,430,117,20
2025-01-06,Rajasthan,Bikaner,721,539,33
2025-01-06,Rajasthan,Churu,253,269,13
2025-01-06,Rajasthan,Jaisalmer,46,74,14
2025-01-06,Rajasthan,Jodhpur,520,204,27
2025-01-06,Rajasthan,Nagaur,554,363,10
2025-01-06,Rajasthan,Sirohi,216,289,28
2025-01-06,Tamil Nadu,Kallakurichi,165,55,23
2025-01-06,Tamil Nadu,Kanchipuram,264,76,11
2025-01-06,Tamil Nadu,Madurai,62,14,12
2025-01-06,Tamil Nadu,Ramanathapuram,92,38,22
2025-01-06,Tamil Nadu,Salem,335,95,64
2025-01-06,Tamil Nadu,Sivaganga,70,13,10
2025-01-06,Tamil Nadu,Vellore,367,102,41
2025-01-06,Telangana,Hyderabad,690,479,49
2025-01-06,Telangana,Medchal Malkajgiri,159,119,20
2025-01-06,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,188,49,12
2025-01-06,Tripura,Dhalai,60,87,20
2025-01-06,Uttar Pradesh,Agra,1775,1860,154
2025-01-06,Uttar Pradesh,Aligarh,1247,1291,97
2025-01-06,Uttar Pradesh,Amroha,329,240,10
2025-01-06,Uttar Pradesh,Ayodhya,38,32,12
2025-01-06,Uttar Pradesh,Azamgarh,109,333,10
2025-01-06,Uttar Pradesh,Baghpat,61,171,12
2025-01-06,Uttar Pradesh,Bahraich,1183,2599,287
2025-01-06,Uttar Pradesh,Balrampur,150,497,16
2025-01-06,Uttar Pradesh,Banda,324,451,12
2025-01-06,Uttar Pradesh,Bareilly,1242,1198,75
2025-01-06,Uttar Pradesh,Budaun,210,353,12
2025-01-06,Uttar Pradesh,Bulandshahr,166,297,14
2025-01-06,Uttar Pradesh,Chandauli,138,314,15
2025-01-06,Uttar Pradesh,Farrukhabad,73,102,11
2025-01-06,Uttar Pradesh,Fatehpur,251,344,14
2025-01-06,Uttar Pradesh,Firozabad,1568,809,21
2025-01-06,Uttar Pradesh,Gautam Buddha Nagar,805,1017,87
2025-01-06,Uttar Pradesh,Ghaziabad,1145,1293,42
2025-01-06,Uttar Pradesh,Gorakhpur,213,572,41
2025-01-06,Uttar Pradesh,Hardoi,1123,1368,44
2025-01-06,Uttar Pradesh,Hathras,174,282,12
2025-01-06,Uttar Pradesh,Jalaun,228,277,16
2025-01-06,Uttar Pradesh,Kanpur Nagar,347,597,39
2025-01-06,Uttar Pradesh,Kheri,358,491,33
2025-01-06,Uttar Pradesh,Lucknow,81,123,19
2025-01-06,Uttar Pradesh,Maharajganj,95,362,31
2025-01-06,Uttar Pradesh,Mainpuri,327,443,13
2025-01-06,Uttar Pradesh,Mathura,467,890,32
2025-01-06,Uttar Pradesh,Meerut,79,168,10
2025-01-06,Uttar Pradesh,Moradabad,1067,731,28
2025-01-06,Uttar Pradesh,Pilibhit,1026,628,25
2025-01-06,Uttar Pradesh,Rampur,694,751,21
2025-01-06,Uttar Pradesh,Saharanpur,929,585,14
2025-01-06,Uttar Pradesh,Shahjahanpur,736,918,55
2025-01-06,Uttar Pradesh,Shravasti,326,564,49
2025-01-06,Uttar Pradesh,Siddharth Nagar,103,278,12
2025-01-06,Uttar Pradesh,Sitapur,998,1134,87
2025-01-06,Uttar Pradesh,Sultanpur,130,223,10
2025-01-06,Uttar Pradesh,Unnao,497,892,57
2025-01-06,Uttar Pradesh,Varanasi,297,602,15
2025-01-06,Uttarakhand,Dehradun,160,80,54
2025-01-06,West Bengal,24 Paraganas North,540,399,111
2025-01-06,West Bengal,Alipurduar,207,352,74
2025-01-06,West Bengal,Birbhum,139,65,17
2025-01-06,West Bengal,Coochbehar,47,46,12
2025-01-06,West Bengal,Darjeeling,203,316,166
2025-01-06,West Bengal,Dinajpur Uttar,1295,1253,118
2025-01-06,West Bengal,Jalpaiguri,74,176,65
2025-01-06,West Bengal,Kolkata,221,328,87
2025-01-06,West Bengal,Malda,115,127,10
2025-01-06,West Bengal,Medinipur West,45,67,10
2025-01-06,West Bengal,Nadia,280,176,72
2025-01-06,West Bengal,Purba Bardhaman,28,18,12
2025-01-07,Andhra Pradesh,Prakasam,91,108,38
2025-01-07,Andhra Pradesh,Spsr Nellore,382,264,73
2025-01-07,Arunachal Pradesh,Longding,46,322,33
2025-01-07,Arunachal Pradesh,West Kameng,43,30,10
2025-01-07,Assam,Baksa,110,71,39
2025-01-07,Assam,Barpeta,3310,895,184
2025-01-07,Assam,Bongaigaon,236,51,16
2025-01-07,Assam,Cachar,4026,1357,490
2025-01-07,Assam,Chirang,893,364,52
2025-01-07,Assam,Darrang,190,56,11
2025-01-07,Assam,Dhemaji,1625,576,337
2025-01-07,Assam,Dhubri,774,306,27
2025-01-07,Assam,Dibrugarh,1455,488,541
2025-01-07,Assam,Dima Hasao,83,51,14
2025-01-07,Assam,Goalpara,2119,590,189
2025-01-07,Assam,Golaghat,1617,1002,850
2025-01-07,Assam,Hailakandi,683,287,46
2025-01-07,Assam,Hojai,1750,350,23
2025-01-07,Assam,Jorhat,633,323,415
2025-01-07,Assam,Kamrup,2813,736,255
2025-01-07,Assam,Kamrup Metro,259,168,82
2025-01-07,Assam,Karimganj,1931,1057,183
2025-01-07,Assam,Kokrajhar,284,173,119
2025-01-07,Assam,Lakhimpur,536,216,159
2025-01-07,Assam,Majuli,154,45,11
2025-01-07,Assam,Marigaon,1737,646,123
2025-01-07,Assam,Nagaon,1553,735,132
2025-01-07,Assam,Sivasagar,167,80,95
2025-01-07,Assam,Sonitpur,641,279,110
2025-01-07,Assam,Tinsukia,1074,827,606
2025-01-07,Assam,West Karbi Anglong,116,148,118
2025-01-07,Bihar,Araria,166,108,14
2025-01-07,Bihar,Arwal,60,432,13
2025-01-07,Bihar,Banka,148,269,11
2025-01-07,Bihar,Begusarai,377,372,13
2025-01-07,Bihar,Bhagalpur,184,358,15
2025-01-07,Bihar,Bhojpur,184,626,13
2025-01-07,Bihar,Gaya,546,2601,65
2025-01-07,Bihar,Gopalganj,882,1961,48
2025-01-07,Bihar,Jehanabad,27,219,10
2025-01-07,Bihar,Kaimur (Bhabua),264,420,10
2025-01-07,Bihar,Lakhisarai,607,972,29
2025-01-07,Bihar,Madhubani,858,1181,102
2025-01-07,Bihar,Munger,241,445,13
2025-01-07,Bihar,Muzaffarpur,892,1217,40
2025-01-07,Bihar,Nalanda,434,1587,37
2025-01-07,Bihar,Nawada,616,2933,123
2025-01-07,Bihar,Pashchim Champaran,3018,6314,310
2025-01-07,Bihar,Patna,508,1551,51
2025-01-07,Bihar,Purbi Champaran,2391,5516,430
2025-01-07,Bihar,Purnia,872,1017,35
2025-01-07,Bihar,Saharsa,569,627,42
2025-01-07,Bihar,Samastipur,513,488,13
2025-01-07,Bihar,Saran,607,1872,52
2025-01-07,Bihar,Sitamarhi,3852,4519,746
2025-01-07,Bihar,Siwan,192,414,12
2025-01-07,Chhattisgarh,Balrampur,1344,579,65
2025-01-07,Chhattisgarh,Bijapur,802,346,243
2025-01-07,Chhattisgarh,Bilaspur,1156,309,11
2025-01-07,Chhattisgarh,Durg,385,94,16
2025-01-07,Chhattisgarh,Gaurella Pendra Marwahi,220,105,27
2025-01-07,Chhattisgarh,Raigarh,1318,181,23
2025-01-07,Chhattisgarh,Sukma,151,178,34
2025-01-07,Delhi,Central Delhi,773,328,51
2025-01-07,Delhi,East Delhi,1319,504,55
2025-01-07,Delhi,New Delhi,581,354,156
2025-01-07,Delhi,North Delhi,563,309,29
2025-01-07,Delhi,North East Delhi,2868,1583,31
2025-01-07,Delhi,North West Delhi,858,267,46
2025-01-07,Delhi,Shahdara,545,239,15
2025-01-07,Delhi,South Delhi,794,321,139
2025-01-07,Delhi,South West Delhi,468,207,29
2025-01-07,Delhi,West Delhi,3799,1364,189
2025-01-07,Goa,North Goa,21,10,11
2025-01-07,Gujarat,Ahmadabad,2714,1590,180
2025-01-07,Gujarat,Ahmedabad,397,389,36
2025-01-07,Gujarat,Amreli,558,151,60
2025-01-07,Gujarat,Anand,802,192,115
2025-01-07,Gujarat,Arvalli,476,103,22
2025-01-07,Gujarat,Banas Kantha,3990,4787,451
2025-01-07,Gujarat,Bhavnagar,1614,403,127
2025-01-07,Gujarat,Botad,800,246,44
2025-01-07,Gujarat,Chhotaudepur,815,816,231
2025-01-07,Gujarat,Dang,309,107,92
2025-01-07,Gujarat,Devbhumi Dwarka,359,163,55
2025-01-07,Gujarat,Dohad,2702,4861,438
2025-01-07,Gujarat,Gandhinagar,322,96,129
2025-01-07,Gujarat,Gir Somnath,1000,287,57
2025-01-07,Gujarat,Jamnagar,764,195,55
2025-01-07,Gujarat,Kachchh,870,944,115
2025-01-07,Gujarat,Kheda,444,200,38
2025-01-07,Gujarat,Mahesana,821,269,67
2025-01-07,Gujarat,Mahisagar,369,162,33
2025-01-07,Gujarat,Morbi,1789,825,215
2025-01-07,Gujarat,Navsari,191,47,19
2025-01-07,Gujarat,Panch Mahals,789,434,100
2025-01-07,Gujarat,Patan,1741,1178,232
2025-01-07,Gujarat,Porbandar,450,89,56
2025-01-07,Gujarat,Rajkot,2567,1437,200
2025-01-07,Gujarat,Sabar Kantha,951,1169,157
2025-01-07,Gujarat,Surat,2694,1581,81
2025-01-07,Gujarat,Surendra Nagar,250,172,21
2025-01-07,Gujarat,Surendranagar,658,574,78
2025-01-07,Gujarat,Vadodara,507,217,60
2025-01-07,Gujarat,Valsad,581,261,30
2025-01-07,Haryana,Faridabad,2678,733,54
2025-01-07,Haryana,Gurugram,1252,399,113
2025-01-07,Haryana,Panipat,1344,169,10
2025-01-07,Himachal Pradesh,Kullu,57,24,33
2025-01-07,Jammu And Kashmir,Doda,261,260,17
2025-01-07,Jammu And Kashmir,Shopian,308,84,20
2025-01-07,Jharkhand,Chatra,330,161,10
2025-01-07,Jharkhand,Dhanbad,782,722,34
2025-01-07,Jharkhand,Dumka,61,117,10
2025-01-07,Jharkhand,East Singhbhum,180,100,13
2025-01-07,Jharkhand,East Singhbum,848,546,53
2025-01-07,Jharkhand,Giridih,871,921,27
2025-01-07,Jharkhand,Gumla,383,286,23
2025-01-07,Jharkhand,Khunti,146,196,14
2025-01-07,Jharkhand,Pakur,994,1023,11
2025-01-07,Jharkhand,Ranchi,792,682,121
2025-01-07,Jharkhand,West Singhbhum,320,440,16
2025-01-07,Karnataka,Bengaluru Rural,927,417,310
2025-01-07,Karnataka,Bengaluru Urban,6740,3752,1727
2025-01-07,Karnataka,Bidar,107,52,10
2025-01-07,Karnataka,Mysuru,349,138,80
2025-01-07,Karnataka,Ramanagara,168,24,12
2025-01-07,Karnataka,Vijayapura,363,77,10
2025-01-07,Kerala,Ernakulam,87,111,26
2025-01-07,Kerala,Kannur,17,38,15
2025-01-07,Kerala,Thiruvananthapuram,54,67,59
2025-01-07,Madhya Pradesh,Alirajpur,498,884,93
2025-01-07,Madhya Pradesh,Ashoknagar,1157,915,71
2025-01-07,Madhya Pradesh,Balaghat,288,40,10
2025-01-07,Madhya Pradesh,Barwani,3561,3348,310
2025-01-07,Madhya Pradesh,Betul,713,212,43
2025-01-07,Madhya Pradesh,Bhind,2108,1743,204
2025-01-07,Madhya Pradesh,Bhopal,918,198,17
2025-01-07,Madhya Pradesh,Burhanpur,1706,1124,146
2025-01-07,Madhya Pradesh,Chhatarpur,1628,1844,114
2025-01-07,Madhya Pradesh,Datia,435,384,20
2025-01-07,Madhya Pradesh,Dewas,544,292,13
2025-01-07,Madhya Pradesh,Dhar,518,380,24
2025-01-07,Madhya Pradesh,East Nimar,189,254,15
2025-01-07,Madhya Pradesh,Guna,637,423,12
2025-01-07,Madhya Pradesh,Gwalior,2413,1821,175
2025-01-07,Madhya Pradesh,Hoshangabad,179,90,12
2025-01-07,Madhya Pradesh,Indore,3340,1547,107
2025-01-07,Madhya Pradesh,Jabalpur,361,87,14
2025-01-07,Madhya Pradesh,Jhabua,908,1760,93
2025-01-07,Madhya Pradesh,Katni,441,264,12
2025-01-07,Madhya Pradesh,Khandwa,586,233,12
2025-01-07,Madhya Pradesh,Khargone,2569,1929,226
2025-01-07,Madhya Pradesh,Morena,3228,2669,176
2025-01-07,Madhya Pradesh,Narsinghpur,312,189,13
2025-01-07,Madhya Pradesh,Panna,301,173,13
2025-01-07,Madhya Pradesh,Sagar,1201,320,51
2025-01-07,Madhya Pradesh,Satna,488,121,20
2025-01-07,Madhya Pradesh,Sehore,1151,496,26
2025-01-07,Madhya Pradesh,Sheopur,757,969,27
2025-01-07,Madhya Pradesh,Shivpuri,617,705,42
2025-01-07,Madhya Pradesh,Vidisha,1227,626,58
2025-01-07,Maharashtra,Ahmednagar,182,158,28
2025-01-07,Maharashtra,Akola,390,205,42
2025-01-07,Maharashtra,Amravati,523,148,13
2025-01-07,Maharashtra,Aurangabad,2262,1549,24
2025-01-07,Maharashtra,Beed,1472,739,72
2025-01-07,Maharashtra,Buldhana,1103,276,83
2025-01-07,Maharashtra,Chandrapur,306,86,11
2025-01-07,Maharashtra,Dhule,1410,1107,127
2025-01-07,Maharashtra,Hingoli,2245,649,112
2025-01-07,Maharashtra,Jalgaon,1065,343,55
2025-01-07,Maharashtra,Latur,566,225,28
2025-01-07,Maharashtra,Mumbai,537,344,50
2025-01-07,Maharashtra,Mumbai Suburban,3187,2177,207
2025-01-07,Maharashtra,Nagpur,904,225,37
2025-01-07,Maharashtra,Nanded,1295,462,46
2025-01-07,Maharashtra,Nandurbar,2031,994,75
2025-01-07,Maharashtra,Nashik,2729,1775,111
2025-01-07,Maharashtra,Osmanabad,275,105,10
2025-01-07,Maharashtra,Palghar,584,607,26
2025-01-07,Maharashtra,Pune,3645,1552,291
2025-01-07,Maharashtra,Raigad,845,296,25
2025-01-07,Maharashtra,Sangli,958,588,48
2025-01-07,Maharashtra,Satara,327,116,16
2025-01-07,Maharashtra,Solapur,355,172,34
2025-01-07,Maharashtra,Thane,4036,3165,142
2025-01-07,Maharashtra,Washim,378,68,11
2025-01-07,Maharashtra,Yavatmal,858,405,39
2025-01-07,Manipur,Churachandpur,348,1265,13
2025-01-07,Meghalaya,East Garo Hills,73,606,387
2025-01-07,Meghalaya,East Jaintia Hills,200,571,516
2025-01-07,Meghalaya,East Khasi Hills,756,3426,2404
2025-01-07,Meghalaya,Kamrup,13,71,59
2025-01-07,Meghalaya,North Garo Hills,22,97,125
2025-01-07,Meghalaya,Ri Bhoi,318,1160,946
2025-01-07,Meghalaya,South Garo Hills,44,206,236
2025-01-07,Meghalaya,South West Garo Hills,370,272,173
2025-01-07,Meghalaya,South West Khasi Hills,137,283,326
2025-01-07,Meghalaya,West Garo Hills,893,1870,1534
2025-01-07,Meghalaya,West Jaintia Hills,224,1089,883
2025-01-07,Meghalaya,West Khasi Hills,442,1998,1179
2025-01-07,Mizoram,Champhai,95,57,20
2025-01-07,Mizoram,Kolasib,44,21,20
2025-01-07,Mizoram,Lawngtlai,240,59,31
2025-01-07,Mizoram,Lunglei,83,32,20
2025-01-07,Mizoram,Saiha,87,48,18
2025-01-07,Nagaland,Dimapur,246,456,82
2025-01-07,Nagaland,Kiphire,46,233,26
2025-01-07,Nagaland,Kohima,74,154,11
2025-01-07,Nagaland,Longleng,47,284,20
2025-01-07,Nagaland,Mokokchung,73,134,13
2025-01-07,Nagaland,Mon,258,676,69
2025-01-07,Nagaland,Peren,36,105,18
2025-01-07,Nagaland,Tuensang,96,385,30
2025-01-07,Nagaland,Wokha,40,191,17
2025-01-07,Nagaland,Zunheboto,48,277,24
2025-01-07,Odisha,Khordha,37,37,13
2025-01-07,Odisha,Nabarangpur,327,103,12
2025-01-07,Punjab,Amritsar,1293,400,24
2025-01-07,Punjab,Gurdaspur,549,99,10
2025-01-07,Punjab,Hoshiarpur,277,66,22
2025-01-07,Punjab,Kapurthala,324,74,177
2025-01-07,Punjab,Ludhiana,2012,1133,221
2025-01-07,Punjab,Patiala,766,237,18
2025-01-07,Punjab,S.A.S Nagar,300,89,34
2025-01-07,Punjab,Tarn Taran,341,34,11
2025-01-07,Rajasthan,Ajmer,673,241,18
2025-01-07,Rajasthan,Alwar,1837,879,41
2025-01-07,Rajasthan,Baran,336,91,10
2025-01-07,Rajasthan,Bharatpur,1219,758,21
2025-01-07,Rajasthan,Bhilwara,477,332,22
2025-01-07,Rajasthan,Bikaner,763,452,30
2025-01-07,Rajasthan,Bundi,121,85,17
2025-01-07,Rajasthan,Chittorgarh,835,701,40
2025-01-07,Rajasthan,Churu,1072,1028,50
2025-01-07,Rajasthan,Dholpur,467,247,13
2025-01-07,Rajasthan,Hanumangarh,456,284,11
2025-01-07,Rajasthan,Jaipur,2242,1110,86
2025-01-07,Rajasthan,Jalore,296,181,13
2025-01-07,Rajasthan,Jodhpur,1722,828,66
2025-01-07,Rajasthan,Karauli,612,323,11
2025-01-07,Rajasthan,Nagaur,870,660,21
2025-01-07,Rajasthan,Sawai Madhopur,593,307,10
2025-01-07,Rajasthan,Sikar,461,178,11
2025-01-07,Rajasthan,Sirohi,1174,1471,72
2025-01-07,Rajasthan,Tonk,635,332,19
2025-01-07,Rajasthan,Udaipur,511,323,21
2025-01-07,Sikkim,South Sikkim,100,147,13
2025-01-07,Sikkim,West Sikkim,48,108,15
2025-01-07,Tamil Nadu,Chengalpattu,138,62,26
2025-01-07,Tamil Nadu,Chennai,231,136,33
2025-01-07,Tamil Nadu,Thiruvallur,261,75,10
2025-01-07,Telangana,Bhadradri Kothagudem,507,109,23
2025-01-07,Telangana,Hyderabad,5199,1820,233
2025-01-07,Telangana,Medchal Malkajgiri,250,146,10
2025-01-07,Telangana,Ranga Reddy,181,93,10
2025-01-07,The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,360,92,15
2025-01-07,Tripura,Gomati,69,45,10
2025-01-07,Tripura,North Tripura,124,75,17
2025-01-07,Tripura,Sepahijala,166,144,15
2025-01-07,Uttar Pradesh,Agra,2371,2123,75
2025-01-07,Uttar Pradesh,Aligarh,3024,3256,128
2025-01-07,Uttar Pradesh,Ayodhya,262,324,17
2025-01-07,Uttar Pradesh,Azamgarh,1034,2456,77
2025-01-07,Uttar Pradesh,Baghpat,118,280,15
2025-01-07,Uttar Pradesh,Bahraich,3919,6096,532
2025-01-07,Uttar Pradesh,Balrampur,500,1822,58
2025-01-07,Uttar Pradesh,Banda,401,753,11
2025-01-07,Uttar Pradesh,Barabanki,1040,692,52
2025-01-07,Uttar Pradesh,Bareilly,1671,1356,45
2025-01-07,Uttar Pradesh,Budaun,1617,1656,53
2025-01-07,Uttar Pradesh,Bulandshahr,604,749,11
2025-01-07,Uttar Pradesh,Chandauli,609,949,47
2025-01-07,Uttar Pradesh,Deoria,130,240,11
2025-01-07,Uttar Pradesh,Etah,2059,1625,48
2025-01-07,Uttar Pradesh,Etawah,551,456,16
2025-01-07,Uttar Pradesh,Fatehpur,1271,1283,86
2025-01-07,Uttar Pradesh,Firozabad,1940,1040,10
2025-01-07,Uttar Pradesh,Gautam Buddha Nagar,1392,1633,150
2025-01-07,Uttar Pradesh,Ghaziabad,1776,1881,59
2025-01-07,Uttar Pradesh,Gonda,1120,1506,96
2025-01-07,Uttar Pradesh,Gorakhpur,1187,2262,130
2025-01-07,Uttar Pradesh,Hapur,1010,770,11
2025-01-07,Uttar Pradesh,Hardoi,4089,4330,75
2025-01-07,Uttar Pradesh,Jaunpur,262,766,38
2025-01-07,Uttar Pradesh,Jhansi,78,76,13
2025-01-07,Uttar Pradesh,Kannauj,425,628,29
2025-01-07,Uttar Pradesh,Kanpur Dehat,803,1060,48
2025-01-07,Uttar Pradesh,Kanpur Nagar,1289,1946,85
2025-01-07,Uttar Pradesh,Kasganj,1047,1168,33
2025-01-07,Uttar Pradesh,Kaushambi,583,509,21
2025-01-07,Uttar Pradesh,Kheri,2068,2463,98
2025-01-07,Uttar Pradesh,Kushi Nagar,779,777,14
2025-01-07,Uttar Pradesh,Lucknow,1340,1322,88
2025-01-07,Uttar Pradesh,Maharajganj,1186,2920,103
2025-01-07,Uttar Pradesh,Mainpuri,958,1349,56
2025-01-07,Uttar Pradesh,Mathura,133,151,10
2025-01-07,Uttar Pradesh,Meerut,2293,1831,60
2025-01-07,Uttar Pradesh,Moradabad,2722,1295,34
2025-01-07,Uttar Pradesh,Muzaffarnagar,1025,604,32
2025-01-07,Uttar Pradesh,Pilibhit,1622,1108,36
2025-01-07,Uttar Pradesh,Prayagraj,503,540,23
2025-01-07,Uttar Pradesh,Rampur,3375,2652,127
2025-01-07,Uttar Pradesh,Saharanpur,2054,852,14
2025-01-07,Uttar Pradesh,Sambhal,339,200,11
2025-01-07,Uttar Pradesh,Shahjahanpur,4039,3765,121
2025-01-07,Uttar Pradesh,Shravasti,541,1006,49
2025-01-07,Uttar Pradesh,Siddharth Nagar,1500,2308,140
2025-01-07,Uttar Pradesh,Sitapur,4236,3712,168
2025-01-07,Uttar Pradesh,Sultanpur,471,652,41
2025-01-07,Uttar Pradesh,Unnao,1408,1887,49
2025-01-07,Uttar Pradesh,Varanasi,2392,3993,268
2025-01-07,Uttarakhand,Dehradun,1298,323,10
2025-01-07,Uttarakhand,Haridwar,565,156,11
2025-01-07,West Bengal,24 Paraganas North,2637,2059,401
2025-01-07,West Bengal,24 Paraganas South,364,104,22
2025-01-07,West Bengal,Alipurduar,646,840,145
2025-01-07,West Bengal,Birbhum,575,159,35
2025-01-07,West Bengal,Coochbehar,2074,2029,152
2025-01-07,West Bengal,Darjeeling,607,694,184
2025-01-07,West Bengal,Dinajpur Dakshin,707,256,34
2025-01-07,West Bengal,Dinajpur Uttar,5157,3588,189
2025-01-07,West Bengal,Hooghly,177,111,12
2025-01-07,West Bengal,Howrah,149,200,12
2025-01-07,West Bengal,Jalpaiguri,234,344,65
2025-01-07,West Bengal,Kalimpong,78,77,34
2025-01-07,West Bengal,Kolkata,277,407,131
2025-01-07,West Bengal,Medinipur West,280,233,10
2025-01-07,West Bengal,Nadia,1312,556,187
2025-01-09,Andaman & Nicobar Islands,Andamans,1,1,0
2025-01-09,Andaman & Nicobar Islands,South Andaman,3,0,0
2025-01-09,Andaman and Nicobar Islands,Nicobar,10,2,0
2025-01-09,Andaman and Nicobar Islands,North And Middle Andaman,4,0,0
2025-01-09,Andaman and Nicobar Islands,South Andaman,6,0,0
2025-01-09,Andhra Pradesh,Adilabad,22,11,0
2025-01-09,Andhra Pradesh,Alluri Sitharama Raju,13,0,0
2025-01-09,Andhra Pradesh,Anakapalli,13,0,0
2025-01-09,Andhra Pradesh,Anantapur,76,7,0
2025-01-09,Andhra Pradesh,Ananthapur,23,6,0
2025-01-09,Andhra Pradesh,Ananthapuramu,41,2,0
2025-01-09,Andhra Pradesh,Annamayya,11,0,0
2025-01-09,Andhra Pradesh,Bapatla,6,1,0
2025-01-09,Andhra Pradesh,Chittoor,121,9,0
2025-01-09,Andhra Pradesh,Cuddapah,86,8,0
2025-01-09,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,8,2,0
2025-01-09,Andhra Pradesh,East Godavari,125,10,1
2025-01-09,Andhra Pradesh,Eluru,5,0,0
2025-01-09,Andhra Pradesh,Guntur,124,22,0
2025-01-09,Andhra Pradesh,Hyderabad,85,24,0
2025-01-09,Andhra Pradesh,K.V.Rangareddy,2,0,0
2025-01-09,Andhra Pradesh,K.v. Rangareddy,1,0,0
2025-01-09,Andhra Pradesh,Kakinada,14,3,0
2025-01-09,Andhra Pradesh,Karim Nagar,2,0,0
